Date|Digital|Stress|Trauma|General|Mood|Minorities|Disorders|Prevention|Seeking
2011-01-31|2.038834951456311|30.37374802319452|9.227926078028746|43.0|23.064473684210526|14.359521564244194|26.01559575795384|27.0934065934066|17.9972602739726
2011-02-28|-2.0388279903353|-4.3029774214419625|-1.4394081745722644|20.003253303553336|7.931973412487579|-7.443861633143234|-4.160257723080072|3.5176255662467497|-5.495729887892153
2011-03-31|3.2530598095702405|-6.53582805767288|-1.8467505103227015|-0.1869026270472034|-1.3522566301818308|-4.048087783682087|0.8811603472894483|-12.471473503161931|3.787846748776145
2011-04-30|-3.3667324759339072|1.7158042408946308|-0.15443442914448635|-4.120744012393573|-3.1136373988145536|6.903608575728338|-3.0129968096050597|-0.008627340683933227|-7.998034714420241
2011-05-31|-0.1495712607142452|-3.2297353614020636|1.9899751611222856|6.040701746148628|1.2940098972289427|6.376044215838332|3.406525578901949|-4.396217427953335|-0.7812156249092297
2011-06-30|1.3623806732183998|3.2003864817868077|-2.2796406585496474|5.575065439150045|0.15776363987432518|-2.2469782538394654|-2.802653806450479|2.3568764595111205|9.44494406274535
2011-07-31|0.004827349225007271|0.15412098322736512|-1.800746297795773|4.351690055921367|5.3936795355942735|-1.7432817520894979|-2.9092135541988178|-7.559370370770775|-5.098571838300424
2011-08-31|2.951612628205954|1.206113170090756|1.957230358013227|-10.540612639887463|-0.09891982574665903|5.410081547744678|2.3111098557221617|-6.598587896473042|3.1304064950269055
2011-09-30|-0.5009942353138896|0.27083209843448586|-0.4623576898461126|-3.4762474808321713|0.5211809202129913|-4.414447918779363|0.11481178839867567|8.57395973337811|3.1010963828393496
2011-10-31|-0.9576242642145053|-2.098081947857189|0.5681535712166248|7.183738722689355|0.6060592731807084|-0.40620147251160965|5.034011147673681|2.853961274978854|8.95881996941749
2011-11-30|2.603468367990707|4.766357084061177|2.9538444646951394|4.848256580449174|-2.723145930144341|0.05282668551162395|-0.6126664398083577|-3.488068061323542|1.265343792997065
2011-12-31|-2.383735954141598|1.1130304685200763|-1.3331716261787232|18.96096197300541|0.6955528712597108|-4.295626515707916|-2.6235015549717176|0.8523579237379906|-3.779898922302488
2012-01-31|0.9617371452438581|0.12407194861060944|0.401779330275847|-10.943125333273443|6.670450191009991|-0.616212458064437|-2.7569087414289903|2.1428981923757995|-3.8596239902268668
2012-02-29|-2.4766461333387544|1.5388591168237618|-2.333107362877657|18.877339951500417|-0.4021190197710247|-0.5011545616780069|0.9035881369115266|-10.002266936860952|-1.3313683625966526
2012-03-31|1.3703873383793646|-0.4959451676942166|1.4487578679132067|20.481985116506635|0.4746279855687767|-0.3205014817252181|-5.290553255714151|-1.2756264571310467|0.19594598225088689
2012-04-30|-1.2216280985067636|0.6070774337783469|0.6849431623404509|-13.034630181808325|-0.9799504258115199|-2.697371785723554|0.9523527215541421|1.0308835935505485|-2.9294543208651174
2012-05-31|-1.2865731794167061|-1.9904445727767666|-1.2780149538712813|-11.48655478662613|3.9767145715430097|7.720546543248275|-2.04359253456715|-0.06259267474036179|12.644266673297455
2012-06-30|4.75118861259859|2.7562605830833498|1.0961958236754468|-0.7243347534180913|0.2593599055858249|-1.0735984812691566|0.1698824323178343|2.094098865385437|-2.2741465056251435
2012-07-31|-2.373956632565232|5.58585231738617|1.7229707135024546|-7.59408160059818|-0.358235607397841|-3.4853200119193737|2.671039625619745|1.109381698281247|1.0917867352539687
2012-08-31|-0.9604543754112764|-0.06752909055499146|-1.1554893425069768|6.162686839736274|1.936272848467457|-5.102951532545342|-3.609404229424978|-0.5026473620910465|-3.4524954972346507
2012-09-30|2.7842363069186984|-2.6923569727808285|0.8668745116783816|3.4909570209739655|2.979006567108886|0.9637226036037845|0.05976375398219247|-4.117605722518796|0.02122463484158743
2012-10-31|1.5878328652382518|-2.7187832459050334|1.6961059560437608|14.727902688178716|0.8868430093651227|-0.7694518252527711|1.0009557382424639|0.0027384029481680727|1.4192194192982654
2012-11-30|-0.6343384942260224|-1.0935205017535665|2.526513166539443|-2.5841527891924017|-1.8291120359504092|0.9320673294231714|-0.09272801301356282|2.9048641386750305|3.210569184478338
2012-12-31|0.8178195112974664|-8.202919550827271|-3.8987273395823454|-0.8340576047739319|-0.9923491715400132|5.394049335015119|0.14138373735184118|-6.617755280734702|5.88450585974817
2013-01-31|-1.9248436699525993|1.8082928737375283|0.5807105892883939|14.061294390046037|-1.5201161157601|-5.877162776811908|-1.4643838467137051|-1.0856127396397994|-0.5143325969780399
2013-02-28|-0.5872447333036394|-3.4111969633641195|-2.2193930425241533|-13.125454727393603|3.7796429384130477|-1.3320227347723126|-2.918907378266855|-0.4388929118529745|-2.477118615400091
2013-03-31|1.6020657116169228|-1.2257412491813362|2.3886318153544677|2.437622668511011|-1.1262211121964718|2.625659580806099|1.1146069525420899|1.8555850803982246|-4.266449555700655
2013-04-30|3.2587733885795327|-0.7098178360960965|1.2334756605680717|-3.637425429203759|-1.4031970328106418|-3.7311573719987976|-1.2933553161101514|0.6958810500638926|-2.254841541857738
2013-05-31|-0.4297590904833175|-1.4143247619800299|2.4652283108681985|6.299723495488486|-2.160834044391027|-0.4369488347279482|0.14678499128141098|5.109607053944625|1.406027054419507
2013-06-30|0.39460607212314924|0.19059489524056872|4.4008220784182885|8.15059454874347|-1.480292273376218|-1.624595620365655|3.012967913693469|-2.891064940020012|2.1553672684271703
2013-07-31|2.1053472176053023|-0.10537562719757432|-1.917228467935752|-5.863465044666839|-2.0965595560952615|-0.9401922235929288|-2.2659504996903586|3.289023099035365|0.6234210155656967
2013-08-31|1.794350778273237|-2.5040790801930335|0.34098594669436366|6.8628888160219645|-3.0773637948005934|-3.265416583937057|-3.1004496840884457|0.7720536019811739|2.1716077572737333
2013-09-30|-2.7554156921351067|0.8077602158870434|1.2453652043625763|-3.812094886963223|0.46160848689122247|-0.7157871569358392|-1.3703434563082624|-0.5533255353014006|-4.65313589455176
2013-10-31|1.3499065034637143|0.46141675129323545|1.3881569936815055|-5.264851907010737|-2.1742381676383893|0.9649499359027196|-1.2290433637655624|6.826894809843022|-2.413370182532942
2013-11-30|0.19044205828051153|-0.002075792660672704|2.1260188168315572|35.787785031953916|2.9298725926627505|-0.09822202592170548|1.5963161166727637|0.690993286753109|2.3883018236730464
2013-12-31|1.6928369059201942|-2.5410299676505694|-1.9010468122891808|-18.029766134892185|-1.1034391225131692|-2.2286881200272735|0.6375344828855525|-1.130929931324303|0.4246255323900847
2014-01-31|-1.1384131023142388|4.299919942791522|1.8281675432578712|-3.0067434144042835|0.12593030076345713|2.7397289422230564|2.270135780381498|-0.43444719750311833|-2.347584449976303
2014-02-28|-0.7007819274999445|-2.8988175191681087|-2.8266359073266774|-3.7785507253704793|-1.9610070350908906|-3.3964449570507504|1.6452594037900923|2.2683566274860922|3.4280180250016272
2014-03-31|-0.3953602789773458|-1.8727920158612257|-1.0092962582762244|-5.762793772211509|-3.462042150458476|0.2056787204818047|-2.7733907704130107|-2.3341718852010764|-0.18127672059274502
2014-04-30|0.8213135908111635|-2.7647996355772513|-2.616466858099283|-9.748844545485383|-0.4779009809773669|-1.421663751778759|1.7220757651146847|-2.2820840740436843|-4.1862174353911215
2014-05-31|-0.85423533026901|-1.4045587160470951|-0.44067447986275|-8.288158334600539|1.5676551813201307|1.8991198362471309|-0.1311194934490807|2.359389969686166|-3.502276267832949
2014-06-30|-0.42588306906953566|1.4360500856414937|-0.39720591896003654|-4.8618479137808635|-1.0175224335783923|-0.3020906104934671|1.6131213032044727|-1.4893803429847168|-1.491611961942235
2014-07-31|-1.8380627487936776|-1.1879860375142677|-0.2628306654570718|-5.568074165069852|-0.47317284270876314|3.4537070308294737|0.7688998471255033|2.9194176713698496|-2.934615658368166
