Date|Mortality|Mortality_female|Mortality_male|Mortality_teens|Mortality_young_adults|Mortality_adults|Mortality_seniors|Mortality_amazon|Mortality_coastal|Mortality_highlands
2011-01-31|94.0|9.213093730500471|66.0|8.43095975513853|47.0|20.0|3.0|-0.7671606710935608|34.0|55.0
2011-02-28|-21.98919642532654|-2.206935566065841|-11.99550984971556|-2.609098956725205|-12.997137421360748|1.0005481316948917|2.2537670144817668e-05|2.3481040637388046|-7.998618925744985|-16.997261777398776
2011-03-31|-3.2024233078764723|6.902525024237949|-8.541581185968425|-0.17958986431151658|2.6027753484265617|-8.421170308478615|3.0000110577729537|4.021980393325331|3.0743483184322677|-9.834972704389891
2011-04-30|-41.8933206503482|-7.871677589924609|-30.016393717071693|-5.8952241379572285|-28.863339076610096|-4.044618076409847|-1.0614408279306087|-6.450727054769121|-18.012415076094662|-15.7564821727468
2011-05-31|10.217268090529402|0.7152383230602908|8.971134228020489|3.993627692332005|-1.2242841153463502|-1.1663283886369307|4.237469540504522|2.387704366439066|-5.94868886576063|12.053677757083719
2011-06-30|6.739184770679657|8.388450962054339|-0.13940788075628774|6.279865149424941|7.897316556348958|-2.435767660373946|1.210714799683597|3.0966479363596386|-4.511055114844943|6.836190841673108
2011-07-31|-9.494651373833122|-3.9643593382180953|-2.0922355947495532|-1.8888059507011423|-6.53476170919906|-1.948470656348963|0.9455121647372762|-1.2360156056558882|2.473642733658359|-11.50058518572314
2011-08-31|-15.38563663319897|-3.0395745102012235|-12.391964876238575|0.012950506070533052|-9.415027767974621|-1.3898166098382898|-1.2479391526616297|1.9551905917769172|-7.030307912176369|-10.609814463951771
2011-09-30|7.624318454395606|2.1100277538768317|5.735408751685554|-5.340014317034587|1.731059822522866|5.826126401334886|0.9958498707991783|-0.2291434536767749|3.336312483193911|3.963239128062085
2011-10-31|7.147977146222743|-2.2930569637269294|10.829290437203468|-6.246999573268663|15.277103082464926|2.4641183171093033|-2.192686323377403|-2.151014196151536|3.70814069398698|5.631235073969648
2011-11-30|4.829056640015352|5.523506990860341|-0.7662316572882091|1.003086918092567|3.7540704517982206|-2.459228528324182|-2.7862968977825275|-0.8707817240266671|0.024953998151751478|5.74032070595468
2011-12-31|-15.736733136411758|-4.214992824632954|-9.511939536893443|-1.3155523289438733|-1.5129067989787046|-8.410482423915944|-1.277284941312117|2.2365983423954585|-8.97940841837675|-9.186465171013566
2012-01-31|12.36455603931401|7.090879601560861|4.6442089251754055|6.975840052276466|1.928864686915972|2.002307457619626|-2.3163347034697424|-0.008950662580237356|2.1814391716339543|7.896511743262188
2012-02-29|-12.643147227296566|-7.320845190365599|-2.896648199716097|-3.413186681809547|4.499387897771506|-8.135129423218007|0.14863715387587373|0.019715822520441684|-13.904703696827166|1.2466463656518556
2012-03-31|28.45464699965021|11.866713175610382|15.064365393777862|4.422038890924371|12.294172461348246|2.8252513828893324|2.714193534699085|4.041960483939228|9.414882678604105|11.828318213366174
2012-04-30|8.232372050722006|5.814744430860866|6.066585827031162|-4.4575539682063265|10.180185057852526|8.339941492726725|-1.3893979422827076|0.6212922857736043|2.0038243922953534|8.859233911745015
2012-05-31|2.5642527473284957|-1.3879292495257047|6.053940527965722|7.40845879407388|-14.927561550137376|4.233615468064373|0.8569523323433521|-2.376695838593996|6.51290788837532|-0.11353140406068718
2012-06-30|-11.266819882256712|-7.917068458725428|-2.95450264106195|-1.8939060872502083|-5.468028962362453|-4.323898817382201|3.304881213824876|-1.0467415143431111|5.365410746757135|-14.075435419687715
2012-07-31|3.38474094763788|4.136731665330739|-1.9743242814613993|0.6071188890851502|-0.9712699591661007|1.758527720949072|-1.291378735295332|-1.9001536938313563|-2.5546128594403825|7.647635543004334
2012-08-31|6.287752171002495|-1.3734256038384949|9.680672121622301|9.188689913792636|-1.558722230190611|2.869109309696242|-0.455870093337694|0.3230570492497655|1.3578238936415588|6.081441050845811
2012-09-30|-11.750096657160668|0.07196117732843632|-11.530960095361152|0.9213256406101067|-7.278878001651989|-3.7401947469330104|0.021736428437709954|3.2773668391450537|-3.3438600985828337|-11.959210144882164
